Order No,Order Date,Order Priority,Product Container,Ship Mode,Ship Date,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,Id_customer,Id_delivery,Id_product
5693-1,22-11-2014,High,Medium Box,Regular Air,22-11-2014,22.38,8.5,7.0,156.66,3.0,4.7,151.96,15.1,167.06,1225,1,157
5693-1,03-09-2014,Medium,Small Pack,Regular Air,05-09-2014,3.78,1.47,22.0,83.16,7.0,5.82,77.34,0.71,78.05,1227,3,82
5693-1,22-11-2014,Not Specified,Small Box,Regular Air,22-11-2014,22.38,8.5,41.0,917.5799999999999,2.0,18.35,899.2299999999999,15.1,914.3299999999999,1228,2,64
5693-1,04-07-2015,High,Wrap Bag,Express Air,05-07-2015,12.98,7.79,46.0,597.08,0.0,0.0,597.08,3.14,600.22,1229,3,47
5693-1,22-11-2014,Not Specified,Small Box,Regular Air,22-11-2014,22.38,8.5,18.0,402.84,4.0,16.11,386.72999999999996,15.1,401.83,1224,2,64
5693-1,22-11-2014,High,Small Box,Regular Air,27-11-2014,22.38,8.5,42.0,939.9599999999999,10.0,94.0,845.9599999999999,15.1,861.06,1230,1,64
5693-1,22-11-2014,Medium,Small Box,Regular Air,22-11-2014,22.38,8.5,50.0,1119.0,2.0,22.38,1096.62,15.1,1111.7199999999998,1224,4,64
5693-1,22-11-2014,Not Specified,Small Box,Express Air,22-11-2014,22.38,8.5,37.0,828.06,0.0,0.0,828.06,15.1,843.16,1231,4,64
5693-1,22-11-2014,High,Wrap Bag,Regular Air,22-11-2014,22.38,8.5,37.0,828.06,0.0,0.0,828.06,15.1,843.16,1228,4,64
5694-1,23-09-2014,High,Wrap Bag,Regular Air,25-09-2014,36.55,14.99,27.0,986.8499999999999,7.0,69.08,917.7699999999999,13.89,931.6599999999999,1232,1,27
5695-1,26-06-2013,Not Specified,Small Box,Regular Air,27-06-2013,19.84,8.73,30.0,595.2,3.0,17.86,577.34,4.1,581.44,261,4,149
5695-1,22-11-2014,Low,Wrap Bag,Regular Air,24-11-2014,2.84,1.53,48.0,136.32,7.0,9.54,126.78,0.93,127.71000000000001,764,3,146
5695-1,22-11-2014,Critical,Small Pack,Regular Air,22-11-2014,2.84,1.53,49.0,139.16,9.0,12.52,126.64,0.93,127.57000000000001,1228,2,146
5695-1,10-07-2013,Low,Wrap Bag,Regular Air,10-07-2013,3.78,1.47,48.0,181.44,5.0,9.07,172.37,0.71,173.08,1233,3,82
5695-1,17-09-2015,High,Small Box,Regular Air,17-09-2015,5.18,1.86,48.0,248.64,10.0,24.86,223.77999999999997,2.04,225.81999999999996,1234,2,46
5695-1,23-11-2014,Not Specified,Small Box,Express Air,24-11-2014,6.68,3.21,34.0,227.12,7.0,15.9,211.22,1.5,212.72,463,4,113
5695-1,18-05-2015,Critical,Wrap Bag,Regular Air,21-05-2015,20.99,12.17,16.0,335.84,4.0,13.43,322.40999999999997,4.81,327.21999999999997,1235,3,21
5695-1,03-06-2014,Not Specified,Small Box,Regular Air,04-06-2014,20.98,7.34,47.0,986.0600000000001,3.0,29.58,956.48,1.49,957.97,1236,4,76
5696-1,03-10-2014,Low,Jumbo Drum,Delivery Truck,04-10-2014,29.74,20.82,47.0,1397.78,10.0,139.78,1258.0,6.64,1264.64,1237,3,187
5696-1,05-07-2013,Not Specified,Small Pack,Regular Air,07-07-2013,3.58,1.32,38.0,136.04,0.0,0.0,136.04,5.47,141.51,935,1,96
5696-1,23-03-2013,Critical,Wrap Bag,Express Air,26-03-2013,7.3,2.77,12.0,87.6,10.0,8.76,78.83999999999999,7.72,86.55999999999999,307,4,22
5696-1,16-03-2013,Low,Small Box,Express Air,20-03-2013,10.89,6.43,1.0,10.89,3.0,0.33,10.56,4.5,15.06,73,3,80
5696-1,30-07-2015,Low,Small Box,Regular Air,31-07-2015,1.26,1.02,29.0,36.54,3.0,1.1,35.44,0.7,36.14,1238,3,256
5698-1,23-11-2014,Low,Small Box,Regular Air,27-11-2014,449.99,233.99,8.0,3599.92,1.0,36.0,3563.92,24.49,3588.41,40,1,377
5698-1,23-11-2014,Critical,Small Box,Express Air,27-11-2014,449.99,171.0,39.0,17549.61,7.0,1228.47,16321.140000000001,49.0,16370.140000000001,40,1,140
5699-1,03-02-2015,Low,Wrap Bag,Express Air,03-02-2015,11.97,7.18,38.0,454.86,2.0,9.1,445.76,5.81,451.57,1239,3,26
5699-1,26-11-2014,High,Wrap Bag,Regular Air,28-11-2014,15.98,5.91,1.0,15.98,2.0,0.32,15.66,4.0,19.66,648,1,36
5699-1,27-10-2014,Medium,Wrap Bag,Regular Air,31-10-2014,2.78,1.25,10.0,27.799999999999997,5.0,1.39,26.409999999999997,1.34,27.749999999999996,259,2,5
5699-1,20-10-2014,Low,Wrap Bag,Express Air,22-10-2014,12.22,6.72,19.0,232.18,9.0,20.9,211.28,2.85,214.13,304,4,106
5701-1,12-02-2014,Medium,Small Box,Express Air,13-02-2014,5.18,1.86,50.0,259.0,8.0,20.72,238.28,2.04,240.32,625,1,46
5701-1,30-11-2014,High,Small Box,Regular Air,02-12-2014,5.18,1.86,6.0,31.08,7.0,2.18,28.9,2.04,30.939999999999998,1197,1,46
5701-1,30-11-2014,High,Wrap Bag,Express Air,02-12-2014,5.18,1.86,5.0,25.9,1.0,0.26,25.639999999999997,2.04,27.679999999999996,13,4,46
5702-1,17-03-2014,Low,Wrap Bag,Regular Air,19-03-2014,5.53,2.16,47.0,259.91,10.0,25.99,233.92000000000002,6.98,240.9,440,2,182
5703-1,10-12-2014,High,Small Box,Regular Air,12-12-2014,8.12,6.25,7.0,56.839999999999996,7.0,3.98,52.86,2.83,55.69,1137,1,115
5703-1,15-05-2015,Not Specified,Small Box,Express Air,17-05-2015,5.68,3.18,36.0,204.48,2.0,4.09,200.39,3.6,203.98999999999998,1240,2,53
5703-1,02-10-2014,Not Specified,Small Pack,Regular Air,04-10-2014,300.97,144.47,21.0,6320.370000000001,9.0,568.83,5751.540000000001,7.18,5758.720000000001,1241,1,31
5703-1,06-12-2014,Critical,Small Pack,Regular Air,08-12-2014,2.84,1.02,21.0,59.64,3.0,1.79,57.85,5.44,63.29,1242,2,179
5704-1,21-10-2015,Not Specified,Wrap Bag,Regular Air,23-10-2015,3.69,1.4,39.0,143.91,10.0,14.39,129.51999999999998,0.5,130.01999999999998,1151,3,378
5704-1,18-02-2015,Critical,Small Pack,Regular Air,21-02-2015,3.38,1.62,40.0,135.2,5.0,6.76,128.44,0.85,129.29,672,4,112
5705-1,21-10-2014,Medium,Wrap Bag,Regular Air,22-10-2014,3.85,1.69,19.0,73.15,1.0,0.73,72.42,0.7,73.12,1243,2,116
5706-1,01-12-2014,High,Small Pack,Regular Air,05-12-2014,3.69,1.44,24.0,88.56,10.0,8.86,79.7,2.5,82.2,1244,4,92
5706-1,05-12-2014,Not Specified,Small Box,Regular Air,06-12-2014,3.69,1.44,8.0,29.52,5.0,1.48,28.04,2.5,30.54,1245,3,92
5708-1,06-12-2014,Low,Wrap Bag,Regular Air,08-12-2014,2.84,1.02,30.0,85.19999999999999,1.0,0.85,84.35,5.44,89.78999999999999,1242,4,179
5708-1,06-12-2014,High,Small Box,Express Air,08-12-2014,1.98,0.79,12.0,23.759999999999998,3.0,0.71,23.049999999999997,4.77,27.819999999999997,1246,1,95
5708-1,06-12-2014,Medium,Small Box,Regular Air,08-12-2014,1.98,0.79,10.0,19.8,1.0,0.2,19.6,4.77,24.37,1143,3,95
5708-1,06-12-2014,Not Specified,Wrap Bag,Regular Air,08-12-2014,2.84,1.02,37.0,105.08,7.0,7.36,97.72,5.44,103.16,1247,3,179
5709-1,25-07-2014,Critical,Medium Box,Regular Air,26-07-2014,7.3,2.77,8.0,58.4,9.0,5.26,53.14,7.72,60.86,162,3,217
5709-1,09-02-2014,Not Specified,Small Pack,Regular Air,13-02-2014,2.08,1.14,2.0,4.16,1.0,0.04,4.12,2.56,6.68,1248,3,216
5710-1,30-04-2013,Not Specified,Small Box,Regular Air,02-05-2013,6.84,3.97,34.0,232.56,7.0,16.28,216.28,4.42,220.7,80,3,379
5710-1,08-12-2014,Critical,Small Box,Regular Air,10-12-2014,415.88,237.05,23.0,9565.24,2.0,191.3,9373.94,11.37,9385.310000000001,1205,4,110
5710-1,11-08-2014,Medium,Small Pack,Regular Air,13-08-2014,415.88,237.05,10.0,4158.8,5.0,207.94,3950.86,11.37,3962.23,1249,1,110
5710-1,09-12-2014,Low,Wrap Bag,Regular Air,11-12-2014,415.88,237.05,41.0,17051.079999999998,5.0,852.55,16198.529999999999,11.37,16209.9,1250,3,110
5711-1,26-04-2013,Not Specified,Wrap Bag,Regular Air,26-04-2013,2.84,1.53,40.0,113.6,3.0,3.41,110.19,0.93,111.12,1251,1,146
5711-1,09-12-2014,High,Small Box,Regular Air,11-12-2014,19.98,7.59,34.0,679.32,7.0,47.55,631.7700000000001,5.77,637.5400000000001,1252,2,118
5711-1,25-12-2014,Not Specified,Small Box,Regular Air,27-12-2014,19.98,7.59,8.0,159.84,7.0,11.19,148.65,5.77,154.42000000000002,1253,2,117
5712-1,30-11-2015,Medium,Wrap Bag,Regular Air,01-12-2015,2.88,1.04,30.0,86.39999999999999,5.0,4.32,82.07999999999998,0.99,83.06999999999998,1254,3,43
5712-1,20-05-2013,Not Specified,Small Box,Regular Air,22-05-2013,19.98,7.59,16.0,319.68,7.0,22.38,297.3,5.77,303.07,664,2,118
5712-1,13-02-2013,High,Wrap Bag,Express Air,15-02-2013,12.98,7.79,43.0,558.14,7.0,39.07,519.0699999999999,3.14,522.2099999999999,141,2,47
5713-1,10-12-2014,Critical,Wrap Bag,Express Air,12-12-2014,8.12,6.25,33.0,267.96,3.0,8.04,259.91999999999996,2.83,262.74999999999994,1255,4,115
5714-1,25-12-2014,Low,Small Box,Regular Air,27-12-2014,162.93,63.54,43.0,7005.990000000001,8.0,560.48,6445.51,19.99,6465.5,1256,4,24
5715-1,22-11-2015,High,Small Box,Regular Air,23-11-2015,8.14,3.66,5.0,40.7,3.0,1.22,39.480000000000004,3.12,42.6,1257,2,181
5715-1,04-12-2014,Medium,Small Box,Regular Air,05-12-2014,12.98,7.79,23.0,298.54,7.0,20.9,277.64000000000004,3.14,280.78000000000003,403,4,47
5715-1,04-09-2013,Low,Wrap Bag,Regular Air,06-09-2013,5.68,3.18,40.0,227.2,4.0,9.09,218.10999999999999,3.6,221.70999999999998,409,3,53
5715-1,13-10-2015,High,Small Box,Regular Air,14-10-2015,3.85,1.69,46.0,177.1,1.0,1.77,175.32999999999998,0.7,176.02999999999997,1258,4,116
5716-1,07-01-2015,Critical,Small Pack,Regular Air,09-01-2015,8.34,4.92,49.0,408.65999999999997,7.0,28.61,380.04999999999995,2.64,382.68999999999994,1259,2,52
5717-1,16-12-2014,Critical,Small Pack,Regular Air,18-12-2014,3.15,1.17,10.0,31.5,1.0,0.32,31.18,0.49,31.669999999999998,1260,4,372
5717-1,22-12-2014,Critical,Wrap Bag,Regular Air,23-12-2014,3.69,1.44,23.0,84.87,7.0,5.94,78.93,2.5,81.43,1261,4,92
5717-1,07-08-2014,Not Specified,Small Box,Regular Air,09-08-2014,1.98,0.79,8.0,15.84,0.0,0.0,15.84,4.77,20.61,1262,3,95
5717-1,16-12-2014,Not Specified,Wrap Bag,Regular Air,18-12-2014,3.52,1.34,25.0,88.0,10.0,8.8,79.2,6.83,86.03,1263,4,93
5718-1,22-12-2014,Low,Small Box,Regular Air,23-12-2014,3.69,1.44,43.0,158.67,8.0,12.69,145.98,2.5,148.48,1264,2,92
5718-1,25-12-2014,Low,Small Box,Express Air,25-12-2014,1.81,0.89,8.0,14.48,1.0,0.14,14.34,1.56,15.9,1265,3,380
5718-1,22-12-2014,High,Small Pack,Regular Air,22-12-2014,1.81,0.89,37.0,66.97,0.0,0.0,66.97,1.56,68.53,1228,3,381
5718-1,22-12-2014,Critical,Wrap Bag,Regular Air,23-12-2014,3.69,1.44,12.0,44.28,10.0,4.43,39.85,2.5,42.35,1261,3,382
5718-1,22-12-2014,Not Specified,Large Box,Regular Air,23-12-2014,3.69,1.44,17.0,62.73,0.0,0.0,62.73,2.5,65.22999999999999,1261,2,365
5719-1,25-12-2014,High,Wrap Bag,Regular Air,27-12-2014,449.99,171.0,41.0,18449.59,5.0,922.48,17527.11,49.0,17576.11,1256,2,140
5719-1,25-12-2014,High,Wrap Bag,Regular Air,27-12-2014,449.99,233.99,41.0,18449.59,5.0,922.48,17527.11,24.49,17551.600000000002,1256,3,264
5720-1,21-04-2014,High,Wrap Bag,Regular Air,22-04-2014,1.88,0.94,34.0,63.919999999999995,10.0,6.39,57.529999999999994,0.79,58.31999999999999,1266,2,18
5720-1,10-12-2014,Low,Wrap Bag,Regular Air,12-12-2014,8.12,6.25,43.0,349.15999999999997,1.0,3.49,345.66999999999996,2.83,348.49999999999994,753,1,115
5720-1,01-10-2013,Low,Wrap Bag,Regular Air,02-10-2013,3.52,1.34,38.0,133.76,6.0,8.03,125.72999999999999,6.83,132.56,1267,3,383
5720-1,20-06-2016,Medium,Small Pack,Express Air,20-06-2016,3.15,1.17,8.0,25.2,3.0,0.76,24.439999999999998,0.49,24.929999999999996,955,2,351
5720-1,10-12-2014,High,Small Box,Regular Air,12-12-2014,2.84,1.53,49.0,139.16,8.0,11.13,128.03,0.93,128.96,1268,2,146
5720-1,10-12-2014,Critical,Wrap Bag,Regular Air,12-12-2014,2.62,1.02,10.0,26.200000000000003,10.0,2.62,23.580000000000002,0.8,24.380000000000003,753,2,7
5720-1,26-12-2014,Medium,Wrap Bag,Regular Air,29-12-2014,2.62,1.02,47.0,123.14,2.0,2.46,120.68,0.8,121.48,56,1,7
5721-1,23-12-2014,High,Wrap Bag,Express Air,26-12-2014,5.68,2.16,33.0,187.44,5.0,9.37,178.07,1.39,179.45999999999998,354,3,66
5721-1,10-02-2014,Medium,Small Box,Regular Air,11-02-2014,3.69,1.44,23.0,84.87,10.0,8.49,76.38000000000001,2.5,78.88000000000001,223,1,384
5721-1,26-12-2014,High,Small Box,Regular Air,29-12-2014,5.68,2.16,27.0,153.35999999999999,7.0,10.74,142.61999999999998,1.39,144.00999999999996,1269,2,66
5721-1,26-11-2014,Medium,Large Box,Regular Air,28-11-2014,2.62,1.02,9.0,23.580000000000002,8.0,1.89,21.69,0.8,22.490000000000002,1182,1,8
5722-1,03-07-2014,Critical,Small Box,Express Air,04-07-2014,6.68,3.21,19.0,126.91999999999999,4.0,5.08,121.83999999999999,1.5,123.33999999999999,538,1,113
5722-1,08-01-2014,Low,Wrap Bag,Regular Air,15-01-2014,22.38,8.5,40.0,895.1999999999999,1.0,8.95,886.2499999999999,15.1,901.3499999999999,747,4,64
5722-1,27-12-2014,Not Specified,Wrap Bag,Regular Air,27-12-2014,2.88,1.04,17.0,48.96,9.0,4.41,44.55,0.99,45.54,150,3,43
5722-1,27-12-2014,Low,Wrap Bag,Regular Air,29-12-2014,2.61,1.02,4.0,10.44,9.0,0.94,9.5,0.5,10.0,688,1,17
5722-1,20-10-2014,Critical,Small Box,Regular Air,22-10-2014,7.08,3.33,23.0,162.84,2.0,3.26,159.58,2.35,161.93,304,1,105
5722-1,10-12-2014,Low,Wrap Bag,Express Air,11-12-2014,10.23,6.04,39.0,398.97,5.0,19.95,379.02000000000004,4.68,383.70000000000005,27,4,121
5722-1,18-11-2014,Low,Wrap Bag,Regular Air,20-11-2014,2.61,1.02,19.0,49.589999999999996,9.0,4.46,45.129999999999995,0.5,45.629999999999995,503,3,17
5722-1,23-12-2013,High,Wrap Bag,Regular Air,25-12-2013,415.88,237.05,42.0,17466.96,1.0,174.67,17292.29,11.37,17303.66,1270,4,110
5722-1,04-02-2015,High,Small Pack,Regular Air,06-02-2015,6.84,3.97,30.0,205.2,8.0,16.42,188.77999999999997,4.42,193.19999999999996,1271,3,379
5722-1,10-12-2014,High,Small Box,Regular Air,11-12-2014,6.84,3.97,13.0,88.92,0.0,0.0,88.92,4.42,93.34,440,1,91
5722-1,03-11-2014,Medium,Wrap Bag,Regular Air,07-11-2014,6.47,2.59,27.0,174.69,9.0,15.72,158.97,1.22,160.19,1188,4,61
5722-1,12-09-2014,Low,Small Box,Regular Air,19-09-2014,2.88,1.04,50.0,144.0,0.0,0.0,144.0,0.99,144.99,236,4,45
5722-1,15-08-2015,Critical,Wrap Bag,Express Air,17-08-2015,1.48,0.55,43.0,63.64,6.0,3.82,59.82,0.7,60.52,313,3,168
5722-1,04-02-2015,Not Specified,Wrap Bag,Regular Air,06-02-2015,2.62,1.02,18.0,47.160000000000004,2.0,0.94,46.220000000000006,0.8,47.02,1272,4,7
5722-1,31-12-2015,Critical,Medium Box,Regular Air,01-01-2016,1.88,0.7,42.0,78.96,7.0,5.53,73.42999999999999,1.49,74.91999999999999,412,3,32
5722-1,12-08-2014,Not Specified,Small Box,Express Air,10-08-2014,2.88,1.04,8.0,23.04,0.0,0.0,23.04,0.99,24.029999999999998,224,3,45
5723-1,10-12-2014,Medium,Small Box,Regular Air,12-12-2014,8.12,6.25,39.0,316.67999999999995,5.0,15.83,300.84999999999997,2.83,303.67999999999995,1137,2,246
5723-1,10-12-2014,Not Specified,Jumbo Drum,Delivery Truck,12-12-2014,8.12,6.25,24.0,194.88,2.0,3.9,190.98,2.83,193.81,1137,2,246
5723-1,10-12-2014,Low,Wrap Bag,Regular Air,12-12-2014,8.12,6.25,22.0,178.64,10.0,17.86,160.77999999999997,2.83,163.60999999999999,1137,4,115
5723-1,10-12-2014,Not Specified,Wrap Bag,Regular Air,12-12-2014,8.12,6.25,27.0,219.23999999999998,4.0,8.77,210.46999999999997,2.83,213.29999999999998,1268,4,115
5723-1,30-12-2014,Not Specified,Wrap Bag,Regular Air,31-12-2014,8.12,6.25,11.0,89.32,1.0,0.89,88.42999999999999,2.83,91.25999999999999,1273,2,115
5724-1,21-03-2013,Medium,Medium Box,Regular Air,28-03-2013,2.88,1.04,25.0,72.0,5.0,3.6,68.4,0.99,69.39,93,2,45
5724-1,30-05-2016,Medium,Small Box,Regular Air,30-05-2016,500.97,185.36,25.0,12524.25,4.0,500.97,12023.28,69.3,12092.58,1274,1,130
5724-1,16-07-2015,Medium,Small Box,Regular Air,20-07-2015,1.88,0.7,19.0,35.72,0.0,0.0,35.72,1.49,37.21,1016,1,65
5724-1,10-09-2015,Low,Wrap Bag,Regular Air,11-09-2015,5.74,2.24,17.0,97.58,9.0,8.78,88.8,5.01,93.81,1275,2,126
5724-2,27-12-2014,Medium,Small Box,Regular Air,29-12-2014,3.78,1.47,48.0,181.44,4.0,7.26,174.18,0.71,174.89000000000001,150,4,82
5725-1,09-01-2014,Critical,Jumbo Drum,Delivery Truck,11-01-2014,2.88,1.04,43.0,123.83999999999999,6.0,7.43,116.41,0.99,117.39999999999999,1276,2,45
5725-1,31-12-2015,Medium,Small Pack,Regular Air,01-01-2016,8.57,5.06,30.0,257.1,8.0,20.57,236.53000000000003,6.14,242.67000000000002,1277,2,291
5725-1,14-01-2014,High,Small Box,Regular Air,18-01-2014,29.74,20.82,27.0,802.9799999999999,0.0,0.0,802.9799999999999,6.64,809.6199999999999,48,2,197
5725-1,03-07-2013,Critical,Small Box,Regular Air,25-07-2013,19.98,7.59,25.0,499.5,4.0,19.98,479.52,5.77,485.28999999999996,373,1,118
5725-1,26-10-2013,Not Specified,Small Box,Regular Air,28-10-2013,19.98,7.59,8.0,159.84,1.0,1.6,158.24,5.77,164.01000000000002,382,2,118
5726-1,18-08-2013,Medium,Small Box,Regular Air,20-08-2013,7.64,2.75,24.0,183.35999999999999,8.0,14.67,168.69,1.39,170.07999999999998,1278,1,214
5727-1,14-01-2014,Not Specified,Wrap Bag,Regular Air,17-01-2014,3.98,2.03,32.0,127.36,1.0,1.27,126.09,0.83,126.92,794,2,175
5728-1,28-12-2014,Not Specified,Small Box,Regular Air,28-12-2014,29.74,20.82,20.0,594.8,5.0,29.74,565.06,6.64,571.6999999999999,1279,3,191
5728-1,06-09-2015,High,Wrap Bag,Regular Air,07-09-2015,19.98,7.59,2.0,39.96,4.0,1.6,38.36,5.77,44.129999999999995,261,3,118
5729-1,12-05-2015,Not Specified,Wrap Bag,Regular Air,14-05-2015,36.55,14.99,37.0,1352.35,8.0,108.19,1244.1599999999999,13.89,1258.05,1280,2,27
5729-1,15-02-2013,Medium,Small Box,Regular Air,16-02-2013,15.98,5.91,39.0,623.22,3.0,18.7,604.52,4.0,608.52,187,3,36
5730-1,13-10-2013,Low,Small Box,Express Air,14-10-2013,11.97,7.18,8.0,95.76,5.0,4.79,90.97,5.81,96.78,494,2,26
5731-1,27-12-2014,Medium,Small Box,Regular Air,29-12-2014,1.95,0.9,10.0,19.5,10.0,1.95,17.55,1.63,19.18,354,2,215
5732-1,27-03-2013,Not Specified,Small Box,Regular Air,27-03-2013,22.38,8.5,39.0,872.8199999999999,6.0,52.37,820.4499999999999,15.1,835.55,1281,4,64
5732-1,01-01-2015,Critical,Wrap Bag,Regular Air,03-01-2015,6.84,3.97,2.0,13.68,3.0,0.41,13.27,4.42,17.689999999999998,1121,4,91
5732-1,17-07-2015,Critical,Small Box,Regular Air,17-07-2015,6.84,3.97,32.0,218.88,10.0,21.89,196.99,4.42,201.41,332,3,91
5732-1,02-01-2015,Medium,Wrap Bag,Regular Air,04-01-2015,6.84,3.97,11.0,75.24,9.0,6.77,68.47,4.42,72.89,1282,4,91
5732-1,01-01-2015,Critical,Wrap Bag,Regular Air,03-01-2015,6.84,3.97,9.0,61.56,8.0,4.92,56.64,4.42,61.06,58,1,91
5732-1,10-04-2015,Critical,Small Box,Express Air,11-04-2015,5.18,1.86,15.0,77.69999999999999,8.0,6.22,71.47999999999999,2.04,73.52,790,1,46
5732-1,29-05-2015,High,Wrap Bag,Regular Air,31-05-2015,3.89,1.44,13.0,50.57,6.0,3.03,47.54,7.01,54.55,116,2,90
5732-1,28-08-2013,Not Specified,Small Pack,Express Air,29-08-2013,6.84,3.97,21.0,143.64,9.0,12.93,130.70999999999998,4.42,135.12999999999997,1283,3,379
5732-1,01-01-2015,Critical,Small Box,Regular Air,03-01-2015,6.84,3.97,39.0,266.76,0.0,0.0,266.76,4.42,271.18,243,3,379
5732-1,01-01-2015,High,Small Box,Regular Air,03-01-2015,6.84,3.97,29.0,198.35999999999999,3.0,5.95,192.41,4.42,196.82999999999998,243,3,91
5732-1,01-01-2015,Medium,Small Pack,Regular Air,03-01-2015,8.34,4.92,30.0,250.2,8.0,20.02,230.17999999999998,2.64,232.81999999999996,58,1,52
5732-1,11-08-2013,High,Small Box,Regular Air,13-08-2013,8.34,4.92,7.0,58.379999999999995,10.0,5.84,52.53999999999999,2.64,55.17999999999999,101,3,52
5732-1,04-03-2015,Not Specified,Large Box,Regular Air,06-03-2015,6.44,3.97,29.0,186.76000000000002,0.0,0.0,186.76000000000002,4.92,191.68,126,4,379
5732-1,01-01-2015,Critical,Small Pack,Regular Air,03-01-2015,6.84,3.97,16.0,109.44,2.0,2.19,107.25,4.42,111.67,243,2,91
5732-1,20-05-2015,Critical,Small Pack,Regular Air,22-05-2015,7.08,3.33,26.0,184.08,6.0,11.04,173.04000000000002,2.35,175.39000000000001,1284,4,105
5733-1,15-08-2014,Low,Wrap Bag,Express Air,18-08-2014,90.48,36.19,48.0,4343.04,7.0,304.01,4039.0299999999997,19.99,4059.0199999999995,881,3,11
5733-1,04-01-2017,Critical,Small Box,Regular Air,05-01-2017,30.98,24.47,39.0,1208.22,7.0,84.58,1123.64,6.5,1130.14,1285,2,184
5734-1,16-06-2013,Medium,Small Box,Express Air,16-06-2013,415.88,237.05,3.0,1247.6399999999999,3.0,37.43,1210.2099999999998,11.37,1221.5799999999997,1047,2,110
5734-1,02-01-2015,Medium,Small Pack,Regular Air,04-01-2015,45.99,26.21,8.0,367.92,3.0,11.04,356.88,4.99,361.87,1282,3,230
5734-1,04-03-2015,Medium,Small Box,Regular Air,06-03-2015,6.84,3.97,30.0,205.2,1.0,2.05,203.14999999999998,4.42,207.56999999999996,1286,2,91
5735-1,07-01-2014,Low,Wrap Bag,Regular Air,07-01-2014,20.99,12.17,47.0,986.53,10.0,98.65,887.88,4.81,892.6899999999999,705,1,21
5735-1,14-01-2015,High,Small Box,Regular Air,15-01-2015,29.1,22.7,50.0,1455.0,1.0,14.55,1440.45,4.0,1444.45,702,3,109
5735-1,24-02-2014,High,Wrap Bag,Regular Air,26-02-2014,9.31,5.21,38.0,353.78000000000003,2.0,7.08,346.70000000000005,3.98,350.68000000000006,949,4,276
5736-1,05-05-2013,Medium,Small Pack,Regular Air,06-05-2013,3.69,1.44,22.0,81.17999999999999,2.0,1.62,79.55999999999999,2.5,82.05999999999999,144,3,92
5736-1,09-02-2015,Critical,Wrap Bag,Regular Air,15-02-2015,2.88,1.04,50.0,144.0,9.0,12.96,131.04,0.99,132.03,519,2,43
5737-1,07-01-2015,Not Specified,Wrap Bag,Regular Air,09-01-2015,8.6,3.27,17.0,146.2,9.0,13.16,133.04,6.19,139.23,1259,4,4
5738-1,03-01-2014,Not Specified,Small Box,Regular Air,03-01-2014,22.38,8.5,33.0,738.54,8.0,59.08,679.4599999999999,15.1,694.56,505,3,64
5739-1,17-06-2014,Low,Wrap Bag,Regular Air,18-06-2014,6.23,2.24,19.0,118.37,0.0,0.0,118.37,6.97,125.34,51,1,9
5739-1,17-03-2014,Medium,Small Box,Regular Air,18-03-2014,3.58,1.32,8.0,28.64,7.0,2.0,26.64,5.47,32.11,440,2,96
5740-1,10-12-2015,Low,Small Box,Regular Air,14-12-2016,1.81,0.94,8.0,14.48,0.0,0.0,14.48,0.75,15.23,815,4,325
5740-1,09-01-2015,Not Specified,Small Box,Regular Air,11-01-2015,1.81,0.94,24.0,43.44,4.0,1.74,41.699999999999996,0.75,42.449999999999996,404,2,59
5741-1,24-06-2013,Critical,Wrap Bag,Express Air,25-06-2013,5.74,2.24,35.0,200.9,10.0,20.09,180.81,5.01,185.82,1287,1,126
5741-1,06-08-2014,Low,Wrap Bag,Express Air,06-08-2014,8.34,4.92,22.0,183.48,10.0,18.35,165.13,2.64,167.76999999999998,1288,1,52
5741-1,27-10-2014,Not Specified,Wrap Bag,Regular Air,31-10-2014,4.76,1.86,45.0,214.2,10.0,21.42,192.77999999999997,0.88,193.65999999999997,259,4,142
5742-1,04-10-2014,Not Specified,Small Box,Regular Air,06-10-2014,2.84,1.53,39.0,110.75999999999999,3.0,3.32,107.44,0.93,108.37,256,2,146
5742-1,20-09-2013,Low,Small Box,Regular Air,20-09-2013,2.88,1.04,38.0,109.44,1.0,1.09,108.35,0.99,109.33999999999999,605,2,43
5742-1,23-03-2013,Critical,Small Box,Regular Air,26-03-2013,5.68,3.18,45.0,255.6,8.0,20.45,235.15,3.6,238.75,82,4,53
5742-1,11-05-2015,High,Medium Box,Regular Air,13-05-2015,2.12,1.22,24.0,50.88,1.0,0.51,50.370000000000005,0.7,51.07000000000001,351,2,385
5742-1,16-11-2013,Medium,Small Box,Regular Air,17-11-2013,2.84,1.53,19.0,53.959999999999994,7.0,3.78,50.17999999999999,0.93,51.10999999999999,41,2,146
5743-1,16-01-2015,Low,Wrap Bag,Regular Air,17-01-2015,35.41,15.23,45.0,1593.4499999999998,7.0,111.54,1481.9099999999999,1.99,1483.8999999999999,372,3,151
5743-1,11-01-2015,Low,Small Box,Regular Air,12-01-2015,35.41,15.23,31.0,1097.7099999999998,7.0,76.84,1020.8699999999998,1.99,1022.8599999999998,1289,4,151
5744-1,17-03-2014,Not Specified,Wrap Bag,Regular Air,18-03-2014,4.76,1.86,15.0,71.39999999999999,3.0,2.14,69.25999999999999,0.88,70.13999999999999,1290,4,142
